     njet  bjet  ht_low      ht_high  mht_bin  mht_low    mht_high           bkg       bkg_err        bkgTtw    bkgTtw_err       bkgZinv   bkgZinv_err        bkgQcd    bkgQcd_err      data  data_err_up  data_err_down
99   eq4j  eq0b   400.0   600.000000        1      400         inf  4.369485e+02  1.731735e+01  1.493546e+02  1.806331e+01  2.867062e+02  2.784877e+01  8.876067e-01  8.495128e-01     437.0    20.904545      20.904545
100  eq4j  eq0b   600.0   900.000000        0      200  400.000000  7.469260e+02  2.062500e+01  3.545969e+02  2.630296e+01  3.891551e+02  3.522948e+01  3.173953e+00  3.353229e+00     751.0    27.404379      27.404379
101  eq4j  eq0b   600.0   900.000000        1      400  600.000000  4.727817e+02  1.708274e+01  1.459832e+02  1.432068e+01  3.250327e+02  2.812904e+01  1.765865e+00  1.777576e+00     484.0    22.000000      22.000000
102  eq4j  eq0b   600.0   900.000000        2      600         inf  1.002901e+02  6.374767e+00  2.499709e+01  3.317235e+00  7.494268e+01  9.061891e+00  3.503181e-01  3.309792e-01     110.0    10.488088      10.488088
103  eq4j  eq0b   900.0  1200.000000        0      200  400.000000  1.834940e+02  8.980035e+00  8.705659e+01  1.135924e+01  9.643737e+01  1.476734e+01  8.187063e-07  8.762436e-07     186.0    13.638182      13.638182
104  eq4j  eq0b   900.0  1200.000000        1      400  600.000000  1.097842e+02  5.756766e+00  3.992725e+01  5.367483e+00  6.985699e+01  9.923833e+00  4.658906e-07  4.833022e-07     111.0    10.535654      10.535654
105  eq4j  eq0b   900.0  1200.000000        2      600  900.000000  6.034215e+01  4.161221e+00  1.345275e+01  2.187874e+00  4.688940e+01  7.395116e+00  1.546011e-07  1.938364e-07      66.0     8.124038       8.124038
106  eq4j  eq0b   900.0  1200.000000        3      900         inf  8.839483e+00  1.132937e+00  1.894841e+00  3.990979e-01  6.944643e+00  1.607454e+00  1.999988e-12  1.858315e-12      13.0     4.304300       3.721700
107  eq4j  eq0b  1200.0          inf        0      200  400.000000  1.653201e+01  1.899185e+00  6.389767e+00  9.319243e-01  1.014224e+01  2.084949e+00  1.245961e-07  1.168558e-07      13.0     4.304300       3.721700
108  eq4j  eq0b  1200.0          inf        1      400  600.000000  3.501880e+01  2.792633e+00  9.006532e+00  1.073052e+00  2.601226e+01  2.965436e+00  2.242762e-07  2.100757e-07      32.0     5.656854       5.656854
